COURSE,DEPARTMENT,COURSEID,CLASSNBR,TOTALENROLLMENT,GSAS,HCOL,NONDGR,VUS,XREG
SOCIOL  319,SOCL,156057.0,11153.0,4.0,3.0,,,,1.0
SOC-STD   10A,SOST,115470.0,14522.0,94.0,,93.0,,,1.0
SOC-STD   68AB,SOST,159822.0,15096.0,6.0,,6.0,,,
SOC-STD   68EC,SOST,159823.0,15097.0,8.0,,8.0,,,
SOC-STD   98EO,SOST,116288.0,12281.0,8.0,,8.0,,,
SOC-STD   98JL,SOST,123874.0,13062.0,5.0,,5.0,,,
SOC-STD   98LF,SOST,125982.0,13479.0,10.0,,10.0,,,
SOC-STD   98LH,SOST,125984.0,13482.0,10.0,,10.0,,,
SOC-STD   98MI,SOST,127021.0,13677.0,7.0,,7.0,,,
SOC-STD   98NA,SOST,156333.0,11339.0,8.0,,8.0,,,
SOC-STD   98NB,SOST,127817.0,14012.0,10.0,,10.0,,,
SOC-STD   98OK,SOST,159815.0,15090.0,8.0,,8.0,,,
SOC-STD   98OQ,SOST,159816.0,15091.0,8.0,,8.0,,,
SOC-STD   98OR,SOST,159817.0,16447.0,3.0,,3.0,,,
SOC-STD   98OS,SOST,159818.0,15158.0,3.0,,3.0,,,
SOC-STD   98OT,SOST,159819.0,15159.0,6.0,,6.0,,,
SOC-STD   99A,SOST,121510.0,15166.0,77.0,,77.0,,,
SOCWORLD   12,GENED,142451.0,14528.0,21.0,,21.0,,,
SOCWORLD   14,GENED,125049.0,14898.0,146.0,,146.0,,,
SOCWORLD   25,GENED,124127.0,14534.0,318.0,2.0,308.0,,,8.0
SOCWORLD   30,GENED,112754.0,14536.0,40.0,,40.0,,,
SOCWORLD   33,GENED,117529.0,14883.0,63.0,,63.0,,,
SOCWORLD   34,GENED,118290.0,14538.0,78.0,,78.0,,,
SOCWORLD   41,GENED,113789.0,13636.0,59.0,,58.0,,,1.0
SOCWORLD   42,GENED,126705.0,14065.0,34.0,,34.0,,,
SOCWORLD   47,GENED,107464.0,14546.0,79.0,,73.0,1.0,4.0,1.0
SOCWORLD   54,GENED,126908.0,18158.0,43.0,,43.0,,,
SPANSH     AA,ROML,124982.0,15008.0,53.0,1.0,44.0,,,8.0
SPANSH     AA,ROML,124982.0,15009.0,32.0,,32.0,,,
SPANSH     AA,ROML,124982.0,15010.0,19.0,,19.0,,,
SPANSH     AA,ROML,124982.0,15011.0,24.0,,24.0,,,
SPANSH     AA,ROML,124982.0,15012.0,13.0,,12.0,,,1.0
SPANSH     AB,ROML,125058.0,15083.0,35.0,,32.0,,,3.0
SPANSH     AB,ROML,125058.0,15084.0,30.0,,29.0,,,1.0
SPANSH     AB,ROML,125058.0,15085.0,13.0,,13.0,,,
SPANSH     AB,ROML,125058.0,15086.0,18.0,,18.0,,,
SPANSH     ACD,ROML,116469.0,15094.0,10.0,1.0,7.0,,,2.0
SPANSH     C,ROML,125011.0,15106.0,37.0,1.0,31.0,,,5.0
SPANSH     C,ROML,125011.0,15107.0,23.0,,23.0,,,
SPANSH     C,ROML,125011.0,15108.0,15.0,,15.0,,,
SPANSH     C,ROML,125011.0,15109.0,23.0,,23.0,,,
SPANSH   30,ROML,114200.0,15146.0,14.0,,12.0,,,2.0
SPANSH   30,ROML,114200.0,15147.0,7.0,1.0,5.0,,,1.0
SPANSH   30,ROML,114200.0,15148.0,5.0,,5.0,,,
SPANSH   30,ROML,114200.0,15149.0,16.0,1.0,15.0,,,
SPANSH   40,ROML,125014.0,15150.0,14.0,,14.0,,,
SPANSH   40,ROML,125014.0,15151.0,32.0,,32.0,,,
SPANSH   40,ROML,125014.0,15152.0,30.0,,30.0,,,
SPANSH   49H,ROML,109820.0,16923.0,7.0,,6.0,,,1.0
SPANSH   50,ROML,115920.0,15161.0,20.0,,20.0,,,
SPANSH   50,ROML,115920.0,15162.0,17.0,,17.0,,,
SPANSH   50,ROML,115920.0,15163.0,14.0,,14.0,,,
SPANSH   59,ROML,115919.0,15167.0,12.0,,11.0,,,1.0
SPANSH   61N,ROML,127573.0,13923.0,6.0,,6.0,,,
SPANSH   61N,ROML,127573.0,18101.0,10.0,,10.0,,,
SPANSH   70C,ROML,119441.0,18161.0,16.0,,15.0,,,1.0
SPANSH   71A,ROML,138725.0,14550.0,4.0,,4.0,,,
SPANSH   80T,ROML,126860.0,16713.0,9.0,,9.0,,,
SPANSH   90N,ROML,126952.0,13662.0,14.0,,13.0,,,1.0
SPANSH  110,ROML,125060.0,13468.0,11.0,5.0,5.0,,,1.0
SPANSH  160,ROML,160619.0,16690.0,14.0,3.0,11.0,,,
SPANSH  245,ROML,160620.0,16691.0,8.0,7.0,1.0,,,
SPANSH  264,ROML,160621.0,16692.0,7.0,6.0,1.0,,,
SPANSH  285CR,ROML,126184.0,18216.0,2.0,2.0,,,,
SPANSH  320,ROML,143013.0,17591.0,1.0,1.0,,,,
SPANSH  320,ROML,143013.0,17595.0,1.0,,,,,1.0
SPANSH  320,ROML,143013.0,17617.0,1.0,1.0,,,,
SPANSH  330,ROML,111278.0,17601.0,3.0,3.0,,,,
SPANSH  330,ROML,111278.0,17602.0,1.0,1.0,,,,
SPANSH  330,ROML,111278.0,17619.0,4.0,4.0,,,,
STAT   91R,STAT,119002.0,12512.0,6.0,,6.0,,,
STAT   99A,STAT,113878.0,15265.0,12.0,,12.0,,,
STAT  100,STAT,113431.0,14554.0,43.0,2.0,41.0,,,
STAT  104,STAT,114027.0,14558.0,243.0,1.0,240.0,,2.0,
STAT  107,STAT,127043.0,15738.0,77.0,1.0,71.0,,5.0,
STAT  110,STAT,110766.0,14560.0,463.0,47.0,408.0,2.0,2.0,4.0
STAT  121,STAT,110095.0,10776.0,74.0,17.0,44.0,2.0,2.0,9.0
STAT  131,STAT,117131.0,12376.0,114.0,40.0,57.0,1.0,2.0,14.0
STAT  135,STAT,121306.0,13374.0,37.0,7.0,27.0,1.0,,2.0
STAT  139,STAT,110751.0,10537.0,91.0,29.0,55.0,1.0,1.0,5.0
STAT  151,STAT,160736.0,17605.0,41.0,20.0,21.0,,,
STAT  160,STAT,112121.0,10959.0,21.0,12.0,3.0,,,6.0
STAT  210,STAT,111696.0,11681.0,63.0,26.0,33.0,1.0,,3.0
STAT  213,STAT,159802.0,15739.0,17.0,16.0,1.0,,,
STAT  220,STAT,118016.0,12519.0,26.0,19.0,2.0,,,5.0
STAT  230,STAT,119940.0,14562.0,32.0,28.0,2.0,,,2.0
STAT  240,STAT,123714.0,12971.0,27.0,23.0,3.0,,1.0,
STAT  260,STAT,126393.0,13815.0,4.0,3.0,1.0,,,
STAT  300HFRA,STAT,110392.0,16790.0,19.0,19.0,,,,
STAT  301,STAT,113943.0,18777.0,4.0,4.0,,,,
STAT  301,STAT,113943.0,19907.0,1.0,1.0,,,,
STAT  303HFA,STAT,121311.0,16803.0,10.0,10.0,,,,
STAT  310HFRA,STAT,120000.0,16806.0,4.0,4.0,,,,
STAT  366HFRA,STAT,108851.0,16808.0,11.0,11.0,,,,
STAT  392HFA,STAT,127521.0,16809.0,4.0,4.0,,,,
SWAHILI     AA,AAAS,119819.0,15433.0,21.0,1.0,18.0,,,2.0
SWAHILI     BA,AAAS,144184.0,15168.0,6.0,,5.0,,,1.0
SWAHILI  101AR,AAAS,119820.0,12927.0,2.0,,2.0,,,
SWEDISH     AA,GERM,121412.0,13519.0,10.0,,7.0,,,3.0
SWEDISH     BA,GERM,112472.0,11788.0,2.0,1.0,1.0,,,
SYSTBIO  200,SBIO,116238.0,12228.0,18.0,15.0,2.0,,,1.0
SYSTBIO  204,SBIO,127916.0,14068.0,14.0,11.0,1.0,1.0,,1.0
SYSTBIO  212,SBIO,108839.0,11272.0,9.0,9.0,,,,
SYSTBIO  300HFA,SBIO,120829.0,16810.0,9.0,9.0,,,,
SYSTBIO  303QC,SBIO,128032.0,14121.0,1.0,1.0,,,,
SYSTBIO  350,SBIO,121507.0,12674.0,2.0,2.0,,,,
SYSTBIO  350,SBIO,121507.0,18424.0,2.0,2.0,,,,
SYSTBIO  350,SBIO,121507.0,18428.0,4.0,4.0,,,,
SYSTBIO  350,SBIO,121507.0,18433.0,3.0,3.0,,,,
SYSTBIO  350,SBIO,121507.0,18434.0,1.0,1.0,,,,
SYSTBIO  350,SBIO,121507.0,18435.0,2.0,2.0,,,,
SYSTBIO  350,SBIO,121507.0,18438.0,1.0,1.0,,,,
SYSTBIO  350,SBIO,121507.0,18441.0,1.0,1.0,,,,
SYSTBIO  350,SBIO,121507.0,18444.0,1.0,1.0,,,,
SYSTBIO  350,SBIO,121507.0,18447.0,2.0,2.0,,,,
SYSTBIO  350,SBIO,121507.0,18448.0,2.0,2.0,,,,
SYSTBIO  350,SBIO,121507.0,18449.0,2.0,2.0,,,,
SYSTBIO  350,SBIO,121507.0,18454.0,3.0,3.0,,,,
SYSTBIO  350,SBIO,121507.0,18455.0,23.0,23.0,,,,
SYSTBIO  350,SBIO,121507.0,18456.0,2.0,2.0,,,,
SYSTBIO  350,SBIO,121507.0,18458.0,1.0,1.0,,,,
SYSTBIO  350,SBIO,121507.0,18459.0,3.0,3.0,,,,
SYSTBIO  350,SBIO,121507.0,18460.0,2.0,2.0,,,,
SYSTBIO  350,SBIO,121507.0,18463.0,1.0,1.0,,,,
SYSTBIO  350,SBIO,121507.0,18464.0,2.0,2.0,,,,
SYSTBIO  350,SBIO,121507.0,18465.0,1.0,1.0,,,,
SYSTBIO  350,SBIO,121507.0,18469.0,1.0,1.0,,,,
SYSTBIO  350,SBIO,121507.0,18470.0,1.0,1.0,,,,
SYSTBIO  350,SBIO,121507.0,18471.0,4.0,4.0,,,,
SYSTBIO  350,SBIO,121507.0,18474.0,1.0,1.0,,,,
SYSTBIO  350,SBIO,121507.0,18475.0,1.0,,,1.0,,
SYSTBIO  399,SBIO,121452.0,12568.0,7.0,7.0,,,,
TAM  101A,SAST,127491.0,13860.0,12.0,3.0,2.0,,,7.0
TAM  102A,SAST,127493.0,13861.0,4.0,2.0,2.0,,,
TDM   91R,DRAM,160980.0,18858.0,1.0,,1.0,,,
TDM   98,DRAM,160647.0,16766.0,2.0,,2.0,,,
TDM  105,DRAM,118876.0,16948.0,13.0,,13.0,,,
TDM  114,DRAM,123901.0,13094.0,14.0,,14.0,,,
TDM  115,DRAM,119020.0,12545.0,14.0,,14.0,,,
TDM  116,DRAM,117460.0,12589.0,15.0,,15.0,,,
TDM  119,DRAM,118497.0,12121.0,17.0,,17.0,,,
TDM  129DA,DRAM,160649.0,16768.0,13.0,,13.0,,,
TDM  129DB,DRAM,159989.0,15333.0,14.0,,14.0,,,
TDM  130R,DRAM,123080.0,15332.0,8.0,,8.0,,,
TDM  150,DRAM,110319.0,10944.0,5.0,,3.0,,,2.0
TDM  169DA,DRAM,160650.0,16769.0,2.0,,2.0,,,
THI  101A,SAST,107892.0,10434.0,1.0,,1.0,,,
THI  102A,SAST,124031.0,13244.0,2.0,1.0,,1.0,,
THI  103AR,SAST,121497.0,12645.0,1.0,1.0,,,,
TIBET   91R,SAST,118666.0,12216.0,1.0,,,,,1.0
TIBET  101A,SAST,113685.0,12314.0,2.0,1.0,,,,1.0
TIBET  102A,SAST,116075.0,12138.0,8.0,4.0,,,,4.0
TIBET  104AR,SAST,113705.0,12370.0,3.0,1.0,,,,2.0
TIBET  105AR,SAST,110640.0,10276.0,1.0,1.0,,,,
TIBET  106AR,SAST,116077.0,12140.0,2.0,2.0,,,,
TIBET  203,SAST,125167.0,17993.0,7.0,4.0,,,,3.0
TIBET  204,SAST,160976.0,18673.0,3.0,3.0,,,,
TIBET  302,SAST,120037.0,13103.0,2.0,2.0,,,,
TIME-A    1,NODEPT,149450.0,17142.0,74.0,2.0,,72.0,,
TIME-C    1,NODEPT,149452.0,17141.0,469.0,460.0,,9.0,,
TIME-R    1,NODEPT,149447.0,17143.0,604.0,599.0,,5.0,,
TIME-T    1,NODEPT,149449.0,17144.0,538.0,537.0,,1.0,,
TURKISH  120A,NELC,113576.0,12102.0,7.0,3.0,4.0,,,
TURKISH  150A,NELC,126430.0,13838.0,6.0,5.0,,1.0,,
TURKISH  300,NELC,121963.0,15643.0,2.0,2.0,,,,
TWI     AA,AAAS,120944.0,15173.0,5.0,,5.0,,,
TWI     BA,AAAS,120947.0,15174.0,2.0,1.0,1.0,,,
TWI  101AR,AAAS,120948.0,13102.0,2.0,,2.0,,,
UKRA     AA,SLAV,116414.0,15126.0,2.0,2.0,,,,
UKRA     AR,SLAV,161178.0,20242.0,1.0,,1.0,,,
UKRA     BR,SLAV,110008.0,10723.0,2.0,2.0,,,,
UKRA     CR,SLAV,110599.0,10171.0,1.0,1.0,,,,
US-WORLD   24,GENED,122320.0,15260.0,65.0,,65.0,,,
US-WORLD   35,GENED,107341.0,10118.0,73.0,,73.0,,,
US-WORLD   36,GENED,107712.0,14449.0,96.0,,93.0,,3.0,
US-WORLD   38,GENED,108359.0,14451.0,57.0,2.0,54.0,,1.0,
US-WORLD   39,GENED,109544.0,10424.0,76.0,,74.0,,1.0,1.0
UYGHUR     A,EALC,124106.0,15697.0,4.0,3.0,,,,1.0
VES   11A,VES,159761.0,14906.0,12.0,,12.0,,,
VES   15AR,VES,121758.0,13008.0,11.0,,9.0,,,2.0
VES   19,VES,128275.0,14888.0,11.0,,11.0,,,
VES   24,VES,127177.0,15727.0,21.0,,19.0,,,2.0
VES   33,VES,160208.0,15463.0,5.0,1.0,2.0,,,2.0
VES   35,VES,160210.0,15464.0,2.0,,1.0,,,1.0
VES   40A,VES,111189.0,15474.0,10.0,,10.0,,,
VES   41A,VES,122184.0,13325.0,9.0,,9.0,,,
VES   41BR,VES,122193.0,15326.0,7.0,,5.0,,,2.0
VES   50A,VES,114351.0,15129.0,10.0,,10.0,,,
VES   52R,VES,108859.0,11309.0,9.0,,9.0,,,
VES   53AR,VES,110676.0,10352.0,9.0,,9.0,,,
VES   60X,VES,127469.0,13853.0,10.0,,9.0,1.0,,
VES   67R,VES,159777.0,14946.0,8.0,,7.0,,,1.0
VES   72,VES,118669.0,14673.0,23.0,,22.0,,,1.0
VES   73,VES,117631.0,15048.0,15.0,,15.0,,,
VES   80,VES,123380.0,14868.0,10.0,,10.0,,,
VES   91R,VES,117193.0,12399.0,6.0,,5.0,1.0,,
VES   96R,VES,119636.0,12773.0,7.0,,6.0,,,1.0
VES   99A,VES,117196.0,15130.0,12.0,,12.0,,,
VES  107,VES,122679.0,12751.0,24.0,,24.0,,,
VES  108,VES,108657.0,11065.0,32.0,2.0,29.0,,,1.0
VES  150A,VES,114116.0,14887.0,10.0,,10.0,,,
VES  151BR,VES,113447.0,11861.0,6.0,,3.0,,,3.0
VES  153BR,VES,122248.0,13362.0,9.0,,6.0,,,3.0
VES  158BR,VES,110043.0,10748.0,4.0,1.0,2.0,,,1.0
VES  164,VES,160185.0,15436.0,9.0,1.0,7.0,,,1.0
VES  166,VES,117143.0,12386.0,6.0,,6.0,,,
VES  196H,VES,160232.0,15467.0,3.0,1.0,2.0,,,
VES  198,VES,156522.0,14663.0,10.0,1.0,6.0,,,3.0
VES  241,VES,110046.0,14661.0,12.0,10.0,,,,2.0
VES  271,VES,122080.0,14654.0,13.0,9.0,,,,4.0
VES  320,VES,124316.0,12723.0,3.0,3.0,,,,
VES  351HFA,VES,127539.0,16811.0,4.0,4.0,,,,
VIETNAM     BA,EALC,116266.0,12257.0,7.0,1.0,4.0,,,2.0
VIETNAM  120A,EALC,116268.0,15368.0,1.0,,,,,1.0
VIETNAM  130A,EALC,116271.0,15397.0,1.0,,1.0,,,
VIROLOGY  200,MDSC,116413.0,12422.0,13.0,13.0,,,,
VIROLOGY  202,MDSC,117649.0,12031.0,11.0,11.0,,,,
VIROLOGY  300R,MDSC,115484.0,12445.0,14.0,14.0,,,,
VIROLOGY  301,MDSC,121197.0,13293.0,3.0,3.0,,,,
VIROLOGY  305,MDSC,117886.0,12346.0,4.0,4.0,,,,
VIROLOGY  308,MDSC,112128.0,10980.0,2.0,2.0,,,,
VIROLOGY  310,MDSC,111328.0,10620.0,5.0,5.0,,,,
VIROLOGY  314,MDSC,143399.0,12603.0,3.0,3.0,,,,
VIROLOGY  324,MDSC,110488.0,11082.0,1.0,1.0,,,,
VIROLOGY  329,MDSC,112807.0,10701.0,2.0,2.0,,,,
VIROLOGY  333,MDSC,118844.0,12351.0,2.0,2.0,,,,
VIROLOGY  336,MDSC,125283.0,12728.0,1.0,1.0,,,,
VIROLOGY  347,MDSC,115350.0,12168.0,1.0,1.0,,,,
VIROLOGY  348,MDSC,123149.0,13527.0,5.0,5.0,,,,
VIROLOGY  353,MDSC,160979.0,18778.0,1.0,1.0,,,,
WELSH  128,CELT,113699.0,12352.0,2.0,1.0,1.0,,,
WELSH  226R,CELT,111956.0,10342.0,3.0,3.0,,,,
WOMGEN   91R,WMGS,117918.0,12411.0,10.0,,10.0,,,
WOMGEN   91R,WMGS,117918.0,20248.0,1.0,,1.0,,,
WOMGEN   98F,WMGS,109933.0,10685.0,1.0,,1.0,,,
WOMGEN 1200SH,WMGS,108482.0,10987.0,30.0,2.0,28.0,,,
WOMGEN 1218,WMGS,159884.0,16938.0,14.0,,14.0,,,
WOMGEN 1225,WMGS,159887.0,16940.0,30.0,,29.0,1.0,,
WOMGEN 1237,WMGS,109800.0,14791.0,46.0,1.0,44.0,,,1.0
WOMGEN 1253,WMGS,156157.0,11212.0,16.0,,16.0,,,
WOMGEN 1258,WMGS,127756.0,14439.0,37.0,,37.0,,,
WOMGEN 1271,WMGS,156221.0,11258.0,9.0,1.0,7.0,,1.0,
WOMGEN 1424,WMGS,108549.0,11012.0,13.0,,13.0,,,
XBRN     AMST22,NODEPT,161181.0,20244.0,1.0,1.0,,,,
XBRN     EGYT1,NODEPT,161180.0,20243.0,1.0,1.0,,,,
XBUS 1130,NODEPT,144701.0,19946.0,2.0,1.0,,1.0,,
XBUS 1151,NODEPT,161071.0,19947.0,1.0,1.0,,,,
XBUS 1230,NODEPT,142605.0,19948.0,1.0,1.0,,,,
XBUS 1556,NODEPT,143308.0,19527.0,4.0,,,1.0,3.0,
XBUS 1595,NODEPT,161145.0,20169.0,1.0,1.0,,,,
XBUS 1760,NODEPT,143700.0,19522.0,5.0,1.0,3.0,1.0,,
XBUS 2105,NODEPT,144312.0,19950.0,2.0,2.0,,,,
XBUS 2107,HSS,130362.0,19951.0,3.0,3.0,,,,
XBUS 2240,NODEPT,146364.0,20124.0,1.0,1.0,,,,
XBUS 4420,NODEPT,161127.0,20116.0,2.0,2.0,,,,
XBUS 4427,NODEPT,161129.0,20125.0,3.0,3.0,,,,
XBUS 4431,NODEPT,161132.0,20142.0,2.0,2.0,,,,
XBUS 4630,NODEPT,145301.0,20126.0,1.0,1.0,,,,
XBUS 4809,NODEPT,145994.0,20117.0,2.0,2.0,,,,
XBUS 4810,NODEPT,144739.0,20118.0,2.0,2.0,,,,
XBUS 4882,NODEPT,146372.0,20119.0,6.0,6.0,,,,
XBUS 4909,NODEPT,146666.0,20127.0,2.0,2.0,,,,
XBUS 6348,NODEPT,161130.0,20128.0,2.0,2.0,,,,
XBUS 8001,NODEPT,161142.0,20154.0,1.0,1.0,,,,
XDES     ADV095,NODEPT,152529.0,20171.0,1.0,1.0,,,,
XDES     ADV950,NODEPT,152591.0,19954.0,2.0,2.0,,,,
XDES     DES340,NODEPT,161137.0,20148.0,1.0,,1.0,,,
XDES     HIS041,NODEPT,161034.0,19835.0,6.0,4.0,2.0,,,
XDES     HIS042,NODEPT,161036.0,19836.0,4.0,2.0,2.0,,,
XDES     HIS043,NODEPT,161037.0,19838.0,1.0,,1.0,,,
XDES     HIS412,NODEPT,152609.0,19881.0,3.0,2.0,1.0,,,
XDES     HIS434,NODEPT,161042.0,19880.0,3.0,2.0,1.0,,,
XDES     HIS440,NODEPT,152611.0,19883.0,1.0,1.0,,,,
XDES     HIS449,NODEPT,152613.0,19885.0,4.0,4.0,,,,
XDES     PRO742,NODEPT,161063.0,19932.0,1.0,,1.0,,,
XDES     SCI064,NODEPT,161040.0,19840.0,1.0,1.0,,,,
XDES     SCI647,NODEPT,152614.0,19936.0,1.0,,1.0,,,
XDES     SES05,NODEPT,152547.0,19823.0,5.0,,4.0,1.0,,
XDES     SES05,NODEPT,152566.0,20258.0,1.0,,1.0,,,
XDES     SES05,NODEPT,161030.0,19821.0,1.0,,1.0,,,
XDES     SES052,NODEPT,161039.0,19839.0,8.0,,8.0,,,
XDES     SES053,NODEPT,161029.0,19820.0,2.0,,2.0,,,
XDES     SES054,NODEPT,161028.0,19819.0,2.0,,2.0,,,
XDES     SES540,NODEPT,161066.0,19937.0,1.0,,1.0,,,
XEDU     A024,NODEPT,161020.0,19789.0,4.0,1.0,3.0,,,
XEDU     A029,NODEPT,160996.0,19543.0,1.0,,1.0,,,
XEDU     A-107,NODEPT,145113.0,19693.0,8.0,5.0,3.0,,,
XEDU     A121,NODEPT,130719.0,19952.0,1.0,,1.0,,,
XEDU     A123,NODEPT,130720.0,19694.0,2.0,,2.0,,,
XEDU     A162,NODEPT,160094.0,19695.0,3.0,3.0,,,,
XEDU     A205,NODEPT,160998.0,19698.0,2.0,1.0,1.0,,,
XEDU     A222,NODEPT,160999.0,19699.0,1.0,,1.0,,,
XEDU     A317,NODEPT,161000.0,19700.0,1.0,1.0,,,,
XEDU     A335,NODEPT,161021.0,19792.0,1.0,,,,1.0,
XEDU     A397,NODEPT,161001.0,19704.0,1.0,1.0,,,,
XEDU     A412,NODEPT,161022.0,19794.0,1.0,,1.0,,,
XEDU     A780,NODEPT,161003.0,19706.0,5.0,5.0,,,,
XEDU     A801,NODEPT,146324.0,19796.0,2.0,1.0,1.0,,,
XEDU     AH125,NODEPT,130722.0,19799.0,1.0,1.0,,,,
XEDU     H107,NODEPT,161035.0,19834.0,1.0,1.0,,,,
XEDU     H126,NODEPT,161008.0,19729.0,2.0,1.0,1.0,,,
XEDU     H140,NODEPT,161009.0,19731.0,3.0,2.0,1.0,,,
XEDU     H206,NODEPT,161038.0,19837.0,2.0,2.0,,,,
XEDU     H250,NODEPT,130723.0,19734.0,2.0,,2.0,,,
XEDU     H382,NODEPT,130725.0,19738.0,2.0,,2.0,,,
XEDU     H517,NODEPT,130828.0,19739.0,3.0,2.0,1.0,,,
XEDU     H607,NODEPT,161047.0,19869.0,1.0,1.0,,,,
XEDU     H700,NODEPT,161048.0,19873.0,1.0,1.0,,,,
XEDU     H803,NODEPT,161049.0,19877.0,1.0,1.0,,,,
XEDU     H811G,NODEPT,161011.0,19743.0,1.0,1.0,,,,
XEDU     H813,NODEPT,130830.0,19744.0,2.0,2.0,,,,
XEDU     S005,NODEPT,161012.0,19746.0,1.0,,1.0,,,
XEDU     S040,NODEPT,130728.0,19747.0,15.0,15.0,,,,
XEDU     S043,NODEPT,161013.0,19750.0,7.0,7.0,,,,
XEDU     S061A1,NODEPT,130729.0,19751.0,5.0,5.0,,,,
XEDU     S061A2,NODEPT,130730.0,19755.0,5.0,5.0,,,,
XEDU     S063,NODEPT,156775.0,19759.0,2.0,2.0,,,,
XEDU     S105,NODEPT,130731.0,20151.0,1.0,,1.0,,,
XEDU     S123,NODEPT,161014.0,19760.0,1.0,1.0,,,,
XEDU     S504,NODEPT,161015.0,19761.0,28.0,28.0,,,,
XEDU     S553,NODEPT,161041.0,19841.0,4.0,4.0,,,,
XEDU     S800,NODEPT,161043.0,19846.0,25.0,25.0,,,,
XEDU     S810C,NODEPT,161044.0,19849.0,14.0,14.0,,,,
XEDU     S810E,NODEPT,161045.0,19850.0,13.0,13.0,,,,
XEDU     S810H,NODEPT,161046.0,19851.0,17.0,17.0,,,,
XEDU     S997,NODEPT,160096.0,19933.0,2.0,,2.0,,,
XEDU     T010X,NODEPT,161069.0,19940.0,1.0,1.0,,,,
XEDU     T211F,NODEPT,161070.0,19941.0,1.0,,1.0,,,
XEDU     T212,NODEPT,130734.0,19975.0,1.0,,1.0,,,
XEDU     T213,NODEPT,152934.0,19710.0,1.0,,1.0,,,
XEDU     T214,NODEPT,130735.0,19711.0,2.0,,2.0,,,
XEDU     T215,NODEPT,161005.0,19712.0,5.0,1.0,4.0,,,
XEDU     T301A,NODEPT,130736.0,19713.0,2.0,,2.0,,,
XEDU     T301B,NODEPT,130737.0,19460.0,2.0,,2.0,,,
XEDU     T302A,NODEPT,130473.0,19715.0,4.0,,4.0,,,
XEDU     T-311A,NODEPT,146394.0,19716.0,3.0,1.0,2.0,,,
XEDU     T543A,NODEPT,161006.0,19717.0,3.0,,3.0,,,
XEDU     T550,NODEPT,161007.0,19718.0,1.0,1.0,,,,
XEDU     T561,NODEPT,160100.0,19728.0,2.0,2.0,,,,
XFLT     DHPD2,NODEPT,152663.0,20246.0,1.0,1.0,,,,
XFLT     DHPP2,NODEPT,161182.0,20245.0,1.0,,,1.0,,
XFLT     ILOL2,NODEPT,161183.0,20247.0,1.0,1.0,,,,
XJFK     API-10,NODEPT,152941.0,19709.0,1.0,1.0,,,,
XJFK     API111,NODEPT,153995.0,19802.0,2.0,2.0,,,,
XJFK     API141,NODEPT,131607.0,19763.0,9.0,1.0,2.0,,6.0,
XJFK     API302,NODEPT,150201.0,19808.0,1.0,1.0,,,,
XJFK     API304,NODEPT,161016.0,19764.0,2.0,,2.0,,,
XJFK     API901,NODEPT,150212.0,19783.0,14.0,14.0,,,,
XJFK     API902,NODEPT,153092.0,19786.0,10.0,10.0,,,,
XJFK     BGP100,NODEPT,151253.0,19790.0,2.0,,2.0,,,
XJFK     DPI122,NODEPT,154138.0,19815.0,1.0,,1.0,,,
XJFK     DPI132,NODEPT,154161.0,19793.0,2.0,2.0,,,,
XJFK     DPI312,NODEPT,154201.0,19795.0,1.0,1.0,,,,
XJFK     DPI324,NODEPT,154078.0,20168.0,1.0,,1.0,,,
XJFK     DPI342,NODEPT,152693.0,19816.0,1.0,,1.0,,,
XJFK     DPI413,NODEPT,154139.0,19797.0,5.0,4.0,1.0,,,
XJFK     DPI416,NODEPT,161073.0,19955.0,1.0,1.0,,,,
XJFK     DPI431,NODEPT,152645.0,19800.0,3.0,2.0,1.0,,,
XJFK     DPI452,NODEPT,161024.0,19801.0,3.0,2.0,,,1.0,
XJFK     DPI684,NODEPT,154219.0,19803.0,1.0,,1.0,,,
XJFK     DPI801,NODEPT,161077.0,19962.0,1.0,,1.0,,,
XJFK     DPI820,NODEPT,152969.0,19804.0,1.0,1.0,,,,
XJFK     IGA103,NODEPT,154149.0,19891.0,1.0,,1.0,,,
XJFK     IGA112,NODEPT,161054.0,19894.0,1.0,1.0,,,,
XJFK     IGA116,NODEPT,152718.0,19896.0,6.0,1.0,5.0,,,
XJFK     IGA232,NODEPT,152767.0,19898.0,2.0,1.0,1.0,,,
XJFK     IGA236,NODEPT,152702.0,19923.0,1.0,,1.0,,,
XJFK     IGA305,NODEPT,153956.0,19924.0,3.0,1.0,2.0,,,
XJFK     IGA365,NODEPT,161057.0,19899.0,11.0,4.0,6.0,1.0,,
XJFK     IGA385,NODEPT,153010.0,19900.0,2.0,1.0,1.0,,,
XJFK     IGA410,NODEPT,152651.0,19901.0,11.0,8.0,3.0,,,
XJFK     IGA685,NODEPT,161058.0,19902.0,3.0,3.0,,,,
XJFK     ITF110,NODEPT,131724.0,19920.0,3.0,1.0,2.0,,,
XJFK     MLD201,NODEPT,152945.0,19963.0,1.0,,1.0,,,
XJFK     MLD301,NODEPT,161053.0,19890.0,2.0,1.0,,,1.0,
XJFK     MLD325,NODEPT,154087.0,19964.0,1.0,,1.0,,,
XJFK     MLD355,NODEPT,154192.0,19965.0,4.0,2.0,1.0,1.0,,
XJFK     MLD356,NODEPT,154193.0,19967.0,3.0,2.0,1.0,,,
XJFK     MLD601,NODEPT,154093.0,19969.0,1.0,1.0,,,,
